article_id,topic_id,topic_name
3400,1,Entertainment & Media
3401,5,Thoughts & Opinions
3402,2,Environmental & Natural Disasters
3403,4,Crime & Law Enforcement
3404,4,Crime & Law Enforcement
3405,5,Thoughts & Opinions
3406,13,Art & Aesthetics
3407,12,Technology & Computing
3408,13,Art & Aesthetics
3409,17,Social Movements & Protests
3410,4,Crime & Law Enforcement
3411,19,Sports & Competitions
3412,13,Art & Aesthetics
3413,16,Healthcare & Medicine
3414,10,Economy & Business
3415,16,Healthcare & Medicine
3416,8,War & Terrorism
3417,15,Urban Life & Infrastructure
3418,14,Law & Legal Issues
3419,2,Environmental & Natural Disasters
3420,6,Health & Drugs Research
3421,4,Crime & Law Enforcement
3422,11,Transportation & Aviation
3423,4,Crime & Law Enforcement
3424,18,Gender & Identity
3425,17,Social Movements & Protests
3426,10,Economy & Business
3427,0,Family & Relationships
3428,8,War & Terrorism
3429,4,Crime & Law Enforcement
3430,17,Social Movements & Protests
3431,8,War & Terrorism
3432,8,War & Terrorism
3433,3,International Affairs & Military
3434,10,Economy & Business
3435,4,Crime & Law Enforcement
3436,9,Elections & Politics
3437,8,War & Terrorism
3438,11,Transportation & Aviation
3439,13,Art & Aesthetics
3440,10,Economy & Business
3441,2,Environmental & Natural Disasters
3442,4,Crime & Law Enforcement
3443,19,Sports & Competitions
3444,16,Healthcare & Medicine
3445,4,Crime & Law Enforcement
3446,6,Health & Drugs Research
3447,2,Environmental & Natural Disasters
3448,17,Social Movements & Protests
3449,6,Health & Drugs Research
3450,7,Education & School Safety
3451,4,Crime & Law Enforcement
3452,1,Entertainment & Media
3453,1,Entertainment & Media
3454,13,Art & Aesthetics
3455,7,Education & School Safety
3456,9,Elections & Politics
3457,4,Crime & Law Enforcement
3458,19,Sports & Competitions
3459,4,Crime & Law Enforcement
3460,4,Crime & Law Enforcement
3461,4,Crime & Law Enforcement
3462,14,Law & Legal Issues
3463,10,Economy & Business
3464,8,War & Terrorism
3465,4,Crime & Law Enforcement
3466,4,Crime & Law Enforcement
3467,19,Sports & Competitions
3468,10,Economy & Business
3469,12,Technology & Computing
3470,16,Healthcare & Medicine
3471,19,Sports & Competitions
3472,4,Crime & Law Enforcement
3473,19,Sports & Competitions
3474,5,Thoughts & Opinions
3475,5,Thoughts & Opinions
3476,4,Crime & Law Enforcement
3477,7,Education & School Safety
3478,4,Crime & Law Enforcement
3479,9,Elections & Politics
3480,11,Transportation & Aviation
3481,9,Elections & Politics
3482,17,Social Movements & Protests
3483,4,Crime & Law Enforcement
3484,4,Crime & Law Enforcement
3485,14,Law & Legal Issues
3486,19,Sports & Competitions
3487,14,Law & Legal Issues
3488,0,Family & Relationships
3489,19,Sports & Competitions
3490,17,Social Movements & Protests
3491,19,Sports & Competitions
3492,2,Environmental & Natural Disasters
3493,1,Entertainment & Media
3494,3,International Affairs & Military
3495,6,Health & Drugs Research
3496,9,Elections & Politics
3497,19,Sports & Competitions
3498,9,Elections & Politics
3499,4,Crime & Law Enforcement
3500,17,Social Movements & Protests
3501,0,Family & Relationships
3502,10,Economy & Business
3503,10,Economy & Business
3504,10,Economy & Business
3505,14,Law & Legal Issues
3506,15,Urban Life & Infrastructure
3507,14,Law & Legal Issues
3508,4,Crime & Law Enforcement
3509,8,War & Terrorism
3510,15,Urban Life & Infrastructure
3511,2,Environmental & Natural Disasters
3512,1,Entertainment & Media
3513,19,Sports & Competitions
3514,5,Thoughts & Opinions
3515,4,Crime & Law Enforcement
3516,1,Entertainment & Media
3517,2,Environmental & Natural Disasters
3518,1,Entertainment & Media
3519,0,Family & Relationships
3520,13,Art & Aesthetics
3521,4,Crime & Law Enforcement
3522,15,Urban Life & Infrastructure
3523,11,Transportation & Aviation
3524,6,Health & Drugs Research
3525,1,Entertainment & Media
3526,2,Environmental & Natural Disasters
3527,19,Sports & Competitions
3528,18,Gender & Identity
3529,7,Education & School Safety
3530,4,Crime & Law Enforcement
3531,19,Sports & Competitions
3532,13,Art & Aesthetics
3533,12,Technology & Computing
3534,4,Crime & Law Enforcement
3535,13,Art & Aesthetics
3536,10,Economy & Business
3537,3,International Affairs & Military
3538,11,Transportation & Aviation
3539,13,Art & Aesthetics
3540,4,Crime & Law Enforcement
3541,17,Social Movements & Protests
3542,4,Crime & Law Enforcement
3543,1,Entertainment & Media
3544,11,Transportation & Aviation
3545,6,Health & Drugs Research
3546,17,Social Movements & Protests
3547,10,Economy & Business
3548,4,Crime & Law Enforcement
3549,12,Technology & Computing
3550,5,Thoughts & Opinions
3551,4,Crime & Law Enforcement
3552,1,Entertainment & Media
3553,13,Art & Aesthetics
3554,1,Entertainment & Media
3555,1,Entertainment & Media
3556,0,Family & Relationships
3557,10,Economy & Business
3558,5,Thoughts & Opinions
3559,8,War & Terrorism
3560,0,Family & Relationships
3561,14,Law & Legal Issues
3562,12,Technology & Computing
3563,11,Transportation & Aviation
3564,4,Crime & Law Enforcement
3565,19,Sports & Competitions
3566,4,Crime & Law Enforcement
3567,6,Health & Drugs Research
3568,0,Family & Relationships
3569,14,Law & Legal Issues
3570,17,Social Movements & Protests
3571,9,Elections & Politics
3572,11,Transportation & Aviation
3573,8,War & Terrorism
3574,1,Entertainment & Media
3575,18,Gender & Identity
3576,19,Sports & Competitions
3577,3,International Affairs & Military
3578,8,War & Terrorism
3579,6,Health & Drugs Research
3580,6,Health & Drugs Research
3581,9,Elections & Politics
3582,6,Health & Drugs Research
3583,8,War & Terrorism
3584,9,Elections & Politics
3585,10,Economy & Business
3586,5,Thoughts & Opinions
3587,2,Environmental & Natural Disasters
3588,8,War & Terrorism
3589,19,Sports & Competitions
3590,19,Sports & Competitions
3591,13,Art & Aesthetics
3592,17,Social Movements & Protests
3593,10,Economy & Business
3594,8,War & Terrorism
3595,1,Entertainment & Media
3596,15,Urban Life & Infrastructure
3597,19,Sports & Competitions
3598,11,Transportation & Aviation
3599,4,Crime & Law Enforcement
3600,17,Social Movements & Protests
3601,8,War & Terrorism
3602,13,Art & Aesthetics
3603,4,Crime & Law Enforcement
3604,16,Healthcare & Medicine
3605,1,Entertainment & Media
3606,19,Sports & Competitions
3607,19,Sports & Competitions
3608,0,Family & Relationships
3609,12,Technology & Computing
3610,1,Entertainment & Media
3611,11,Transportation & Aviation
3612,8,War & Terrorism
3613,14,Law & Legal Issues
3614,3,International Affairs & Military
3615,5,Thoughts & Opinions
3616,8,War & Terrorism
3617,3,International Affairs & Military
3618,1,Entertainment & Media
3619,4,Crime & Law Enforcement
3620,17,Social Movements & Protests
3621,9,Elections & Politics
3622,12,Technology & Computing
3623,14,Law & Legal Issues
3624,19,Sports & Competitions
3625,9,Elections & Politics
3626,5,Thoughts & Opinions
3627,8,War & Terrorism
3628,11,Transportation & Aviation
3629,15,Urban Life & Infrastructure
3630,4,Crime & Law Enforcement
3631,1,Entertainment & Media
3632,9,Elections & Politics
3633,15,Urban Life & Infrastructure
3634,11,Transportation & Aviation
3635,1,Entertainment & Media
3636,4,Crime & Law Enforcement
3637,0,Family & Relationships
3638,19,Sports & Competitions
3639,8,War & Terrorism
3640,12,Technology & Computing
3641,19,Sports & Competitions
3642,6,Health & Drugs Research
3643,13,Art & Aesthetics
3644,6,Health & Drugs Research
3645,6,Health & Drugs Research
3646,8,War & Terrorism
3647,13,Art & Aesthetics
3648,10,Economy & Business
3649,5,Thoughts & Opinions
3650,2,Environmental & Natural Disasters
3651,19,Sports & Competitions
3652,10,Economy & Business
3653,13,Art & Aesthetics
3654,16,Healthcare & Medicine
3655,19,Sports & Competitions
3656,6,Health & Drugs Research
3657,1,Entertainment & Media
3658,19,Sports & Competitions
3659,15,Urban Life & Infrastructure
3660,3,International Affairs & Military
3661,15,Urban Life & Infrastructure
3662,8,War & Terrorism
3663,1,Entertainment & Media
3664,10,Economy & Business
3665,19,Sports & Competitions
3666,16,Healthcare & Medicine
3667,9,Elections & Politics
3668,10,Economy & Business
3669,4,Crime & Law Enforcement
3670,19,Sports & Competitions
3671,11,Transportation & Aviation
3672,12,Technology & Computing
3673,5,Thoughts & Opinions
3674,17,Social Movements & Protests
3675,10,Economy & Business
3676,4,Crime & Law Enforcement
3677,4,Crime & Law Enforcement
3678,5,Thoughts & Opinions
3679,17,Social Movements & Protests
3680,5,Thoughts & Opinions
3681,16,Healthcare & Medicine
3682,10,Economy & Business
3683,15,Urban Life & Infrastructure
3684,10,Economy & Business
3685,11,Transportation & Aviation
3686,19,Sports & Competitions
3687,7,Education & School Safety
3688,5,Thoughts & Opinions
3689,5,Thoughts & Opinions
3690,12,Technology & Computing
3691,4,Crime & Law Enforcement
3692,19,Sports & Competitions
3693,2,Environmental & Natural Disasters
3694,10,Economy & Business
3695,1,Entertainment & Media
3696,8,War & Terrorism
3697,13,Art & Aesthetics
3698,13,Art & Aesthetics
3699,16,Healthcare & Medicine
3700,12,Technology & Computing
3701,8,War & Terrorism
3702,3,International Affairs & Military
3703,15,Urban Life & Infrastructure
3704,4,Crime & Law Enforcement
3705,4,Crime & Law Enforcement
3706,0,Family & Relationships
3707,4,Crime & Law Enforcement
3708,1,Entertainment & Media
3709,16,Healthcare & Medicine
3710,5,Thoughts & Opinions
3711,6,Health & Drugs Research
3712,5,Thoughts & Opinions
3713,4,Crime & Law Enforcement
3714,13,Art & Aesthetics
3715,6,Health & Drugs Research
3716,9,Elections & Politics
3717,10,Economy & Business
3718,5,Thoughts & Opinions
3719,4,Crime & Law Enforcement
3720,13,Art & Aesthetics
3721,19,Sports & Competitions
3722,13,Art & Aesthetics
3723,10,Economy & Business
3724,17,Social Movements & Protests
3725,4,Crime & Law Enforcement
3726,9,Elections & Politics
3727,17,Social Movements & Protests
3728,19,Sports & Competitions
3729,4,Crime & Law Enforcement
3730,6,Health & Drugs Research
3731,19,Sports & Competitions
3732,2,Environmental & Natural Disasters
3733,8,War & Terrorism
3734,13,Art & Aesthetics
3735,5,Thoughts & Opinions
3736,19,Sports & Competitions
3737,19,Sports & Competitions
3738,5,Thoughts & Opinions
3739,7,Education & School Safety
3740,2,Environmental & Natural Disasters
3741,5,Thoughts & Opinions
3742,8,War & Terrorism
3743,4,Crime & Law Enforcement
3744,9,Elections & Politics
3745,9,Elections & Politics
3746,4,Crime & Law Enforcement
3747,17,Social Movements & Protests
3748,9,Elections & Politics
3749,9,Elections & Politics
3750,12,Technology & Computing
3751,4,Crime & Law Enforcement
3752,17,Social Movements & Protests
3753,15,Urban Life & Infrastructure
3754,2,Environmental & Natural Disasters
3755,9,Elections & Politics
3756,1,Entertainment & Media
3757,19,Sports & Competitions
3758,9,Elections & Politics
3759,3,International Affairs & Military
3760,17,Social Movements & Protests
3761,14,Law & Legal Issues
3762,8,War & Terrorism
3763,11,Transportation & Aviation
3764,2,Environmental & Natural Disasters
3765,14,Law & Legal Issues
3766,9,Elections & Politics
3767,17,Social Movements & Protests
3768,13,Art & Aesthetics
3769,19,Sports & Competitions
3770,19,Sports & Competitions
3771,16,Healthcare & Medicine
3772,15,Urban Life & Infrastructure
3773,10,Economy & Business
3774,19,Sports & Competitions
3775,13,Art & Aesthetics
3776,4,Crime & Law Enforcement
3777,3,International Affairs & Military
3778,4,Crime & Law Enforcement
3779,0,Family & Relationships
3780,10,Economy & Business
3781,9,Elections & Politics
3782,9,Elections & Politics
3783,8,War & Terrorism
3784,4,Crime & Law Enforcement
3785,3,International Affairs & Military
3786,19,Sports & Competitions
3787,1,Entertainment & Media
3788,13,Art & Aesthetics
3789,6,Health & Drugs Research
3790,8,War & Terrorism
3791,8,War & Terrorism
3792,5,Thoughts & Opinions
3793,1,Entertainment & Media
3794,3,International Affairs & Military
3795,8,War & Terrorism
3796,4,Crime & Law Enforcement
3797,5,Thoughts & Opinions
3798,1,Entertainment & Media
3799,13,Art & Aesthetics
3800,19,Sports & Competitions
3801,4,Crime & Law Enforcement
3802,4,Crime & Law Enforcement
3803,9,Elections & Politics
3804,19,Sports & Competitions
3805,4,Crime & Law Enforcement
3806,3,International Affairs & Military
3807,1,Entertainment & Media
3808,9,Elections & Politics
3809,17,Social Movements & Protests
3810,5,Thoughts & Opinions
3811,6,Health & Drugs Research
3812,2,Environmental & Natural Disasters
3813,3,International Affairs & Military
3814,11,Transportation & Aviation
3815,5,Thoughts & Opinions
3816,11,Transportation & Aviation
3817,13,Art & Aesthetics
3818,14,Law & Legal Issues
3819,4,Crime & Law Enforcement
3820,19,Sports & Competitions
3821,14,Law & Legal Issues
3822,19,Sports & Competitions
3823,16,Healthcare & Medicine
3824,19,Sports & Competitions
3825,0,Family & Relationships
3826,12,Technology & Computing
3827,0,Family & Relationships
3828,14,Law & Legal Issues
3829,2,Environmental & Natural Disasters
3830,9,Elections & Politics
3831,19,Sports & Competitions
3832,8,War & Terrorism
3833,19,Sports & Competitions
3834,9,Elections & Politics
3835,11,Transportation & Aviation
3836,4,Crime & Law Enforcement
3837,11,Transportation & Aviation
3838,19,Sports & Competitions
3839,4,Crime & Law Enforcement
3840,1,Entertainment & Media
3841,1,Entertainment & Media
3842,11,Transportation & Aviation
3843,0,Family & Relationships
3844,3,International Affairs & Military
3845,5,Thoughts & Opinions
3846,8,War & Terrorism
3847,4,Crime & Law Enforcement
3848,9,Elections & Politics
3849,4,Crime & Law Enforcement
3850,1,Entertainment & Media
3851,9,Elections & Politics
3852,7,Education & School Safety
3853,13,Art & Aesthetics
3854,3,International Affairs & Military
3855,9,Elections & Politics
3856,1,Entertainment & Media
3857,4,Crime & Law Enforcement
3858,5,Thoughts & Opinions
3859,9,Elections & Politics
3860,1,Entertainment & Media
3861,14,Law & Legal Issues
3862,17,Social Movements & Protests
3863,4,Crime & Law Enforcement
3864,16,Healthcare & Medicine
3865,19,Sports & Competitions
3866,19,Sports & Competitions
3867,6,Health & Drugs Research
3868,0,Family & Relationships
3869,10,Economy & Business
3870,2,Environmental & Natural Disasters
3871,2,Environmental & Natural Disasters
3872,0,Family & Relationships
3873,9,Elections & Politics
3874,15,Urban Life & Infrastructure
3875,5,Thoughts & Opinions
3876,5,Thoughts & Opinions
3877,6,Health & Drugs Research
3878,16,Healthcare & Medicine
3879,3,International Affairs & Military
3880,19,Sports & Competitions
3881,8,War & Terrorism
3882,4,Crime & Law Enforcement
3883,11,Transportation & Aviation
3884,9,Elections & Politics
3885,3,International Affairs & Military
3886,9,Elections & Politics
3887,4,Crime & Law Enforcement
3888,10,Economy & Business
3889,16,Healthcare & Medicine
3890,4,Crime & Law Enforcement
3891,19,Sports & Competitions
3892,7,Education & School Safety
3893,3,International Affairs & Military
3894,6,Health & Drugs Research
3895,10,Economy & Business
3896,12,Technology & Computing
3897,9,Elections & Politics
3898,15,Urban Life & Infrastructure
3899,19,Sports & Competitions
3900,9,Elections & Politics
3901,2,Environmental & Natural Disasters
3902,4,Crime & Law Enforcement
3903,6,Health & Drugs Research
3904,5,Thoughts & Opinions
3905,6,Health & Drugs Research
3906,12,Technology & Computing
3907,9,Elections & Politics
3908,2,Environmental & Natural Disasters
3909,9,Elections & Politics
3910,19,Sports & Competitions
3911,3,International Affairs & Military
3912,4,Crime & Law Enforcement
3913,10,Economy & Business
3914,9,Elections & Politics
3915,19,Sports & Competitions
3916,9,Elections & Politics
3917,5,Thoughts & Opinions
3918,15,Urban Life & Infrastructure
3919,0,Family & Relationships
3920,9,Elections & Politics
3921,17,Social Movements & Protests
3922,4,Crime & Law Enforcement
3923,19,Sports & Competitions
3924,17,Social Movements & Protests
3925,3,International Affairs & Military
3926,5,Thoughts & Opinions
3927,2,Environmental & Natural Disasters
3928,2,Environmental & Natural Disasters
3929,15,Urban Life & Infrastructure
3930,0,Family & Relationships
3931,12,Technology & Computing
3932,10,Economy & Business
3933,2,Environmental & Natural Disasters
3934,19,Sports & Competitions
3935,5,Thoughts & Opinions
3936,4,Crime & Law Enforcement
3937,5,Thoughts & Opinions
3938,13,Art & Aesthetics
3939,4,Crime & Law Enforcement
3940,2,Environmental & Natural Disasters
3941,2,Environmental & Natural Disasters
3942,4,Crime & Law Enforcement
3943,17,Social Movements & Protests
3944,19,Sports & Competitions
3945,4,Crime & Law Enforcement
3946,1,Entertainment & Media
3947,3,International Affairs & Military
3948,3,International Affairs & Military
3949,4,Crime & Law Enforcement
3950,16,Healthcare & Medicine
3951,3,International Affairs & Military
3952,5,Thoughts & Opinions
3953,0,Family & Relationships
3954,13,Art & Aesthetics
3955,2,Environmental & Natural Disasters
3956,17,Social Movements & Protests
3957,17,Social Movements & Protests
3958,10,Economy & Business
3959,8,War & Terrorism
3960,4,Crime & Law Enforcement
3961,19,Sports & Competitions
3962,19,Sports & Competitions
3963,1,Entertainment & Media
3964,9,Elections & Politics
3965,3,International Affairs & Military
3966,18,Gender & Identity
3967,5,Thoughts & Opinions
3968,17,Social Movements & Protests
3969,19,Sports & Competitions
3970,19,Sports & Competitions
3971,17,Social Movements & Protests
3972,19,Sports & Competitions
3973,10,Economy & Business
3974,6,Health & Drugs Research
3975,10,Economy & Business
3976,3,International Affairs & Military
3977,6,Health & Drugs Research
3978,8,War & Terrorism
3979,4,Crime & Law Enforcement
3980,13,Art & Aesthetics
3981,3,International Affairs & Military
3982,4,Crime & Law Enforcement
3983,13,Art & Aesthetics
3984,4,Crime & Law Enforcement
3985,4,Crime & Law Enforcement
3986,17,Social Movements & Protests
3987,6,Health & Drugs Research
3988,0,Family & Relationships
3989,5,Thoughts & Opinions
3990,4,Crime & Law Enforcement
3991,4,Crime & Law Enforcement
3992,3,International Affairs & Military
3993,0,Family & Relationships
3994,19,Sports & Competitions
3995,6,Health & Drugs Research
3996,13,Art & Aesthetics
3997,19,Sports & Competitions
3998,11,Transportation & Aviation
3999,7,Education & School Safety
4000,8,War & Terrorism
4001,14,Law & Legal Issues
4002,13,Art & Aesthetics
4003,0,Family & Relationships
4004,13,Art & Aesthetics
4005,10,Economy & Business
4006,2,Environmental & Natural Disasters
4007,1,Entertainment & Media
4008,4,Crime & Law Enforcement
4009,4,Crime & Law Enforcement
4010,4,Crime & Law Enforcement
4011,11,Transportation & Aviation
4012,17,Social Movements & Protests
4013,19,Sports & Competitions
4014,14,Law & Legal Issues
4015,5,Thoughts & Opinions
4016,6,Health & Drugs Research
4017,19,Sports & Competitions
4018,17,Social Movements & Protests
4019,10,Economy & Business
4020,13,Art & Aesthetics
4021,19,Sports & Competitions
4022,1,Entertainment & Media
4023,6,Health & Drugs Research
4024,4,Crime & Law Enforcement
4025,0,Family & Relationships
4026,4,Crime & Law Enforcement
4027,9,Elections & Politics
4028,12,Technology & Computing
4029,4,Crime & Law Enforcement
4030,4,Crime & Law Enforcement
4031,16,Healthcare & Medicine
4032,3,International Affairs & Military
4033,4,Crime & Law Enforcement
4034,8,War & Terrorism
4035,9,Elections & Politics
4036,2,Environmental & Natural Disasters
4037,8,War & Terrorism
4038,10,Economy & Business
4039,19,Sports & Competitions
4040,19,Sports & Competitions
4041,11,Transportation & Aviation
4042,15,Urban Life & Infrastructure
4043,3,International Affairs & Military
4044,11,Transportation & Aviation
4045,11,Transportation & Aviation
4046,5,Thoughts & Opinions
4047,6,Health & Drugs Research
4048,5,Thoughts & Opinions
4049,2,Environmental & Natural Disasters
4050,17,Social Movements & Protests
4051,3,International Affairs & Military
4052,8,War & Terrorism
4053,4,Crime & Law Enforcement
4054,19,Sports & Competitions
4055,8,War & Terrorism
4056,5,Thoughts & Opinions
4057,13,Art & Aesthetics
4058,2,Environmental & Natural Disasters
4059,13,Art & Aesthetics
4060,9,Elections & Politics
4061,4,Crime & Law Enforcement
4062,4,Crime & Law Enforcement
4063,3,International Affairs & Military
4064,2,Environmental & Natural Disasters
4065,10,Economy & Business
4066,11,Transportation & Aviation
4067,7,Education & School Safety
4068,19,Sports & Competitions
4069,19,Sports & Competitions
4070,9,Elections & Politics
4071,3,International Affairs & Military
4072,13,Art & Aesthetics
4073,9,Elections & Politics
4074,8,War & Terrorism
4075,19,Sports & Competitions
4076,16,Healthcare & Medicine
4077,1,Entertainment & Media
4078,19,Sports & Competitions
4079,2,Environmental & Natural Disasters
4080,5,Thoughts & Opinions
4081,19,Sports & Competitions
4082,2,Environmental & Natural Disasters
4083,9,Elections & Politics
4084,11,Transportation & Aviation
4085,11,Transportation & Aviation
4086,2,Environmental & Natural Disasters
4087,5,Thoughts & Opinions
4088,3,International Affairs & Military
4089,15,Urban Life & Infrastructure
4090,0,Family & Relationships
4091,16,Healthcare & Medicine
4092,3,International Affairs & Military
4093,5,Thoughts & Opinions
4094,1,Entertainment & Media
4095,4,Crime & Law Enforcement
4096,9,Elections & Politics
4097,8,War & Terrorism
4098,15,Urban Life & Infrastructure
4099,5,Thoughts & Opinions
4100,4,Crime & Law Enforcement
4101,8,War & Terrorism
4102,4,Crime & Law Enforcement
4103,8,War & Terrorism
4104,8,War & Terrorism
4105,12,Technology & Computing
4106,4,Crime & Law Enforcement
4107,17,Social Movements & Protests
4108,4,Crime & Law Enforcement
4109,2,Environmental & Natural Disasters
4110,13,Art & Aesthetics
4111,19,Sports & Competitions
4112,2,Environmental & Natural Disasters
4113,1,Entertainment & Media
4114,0,Family & Relationships
4115,19,Sports & Competitions
4116,19,Sports & Competitions
4117,14,Law & Legal Issues
4118,19,Sports & Competitions
4119,11,Transportation & Aviation
4120,14,Law & Legal Issues
4121,8,War & Terrorism
4122,4,Crime & Law Enforcement
4123,0,Family & Relationships
4124,18,Gender & Identity
4125,10,Economy & Business
4126,9,Elections & Politics
4127,5,Thoughts & Opinions
4128,5,Thoughts & Opinions
4129,19,Sports & Competitions
4130,10,Economy & Business
4131,13,Art & Aesthetics
4132,0,Family & Relationships
4133,6,Health & Drugs Research
4134,0,Family & Relationships
4135,12,Technology & Computing
4136,0,Family & Relationships
4137,16,Healthcare & Medicine
4138,0,Family & Relationships
4139,4,Crime & Law Enforcement
4140,3,International Affairs & Military
4141,5,Thoughts & Opinions
4142,6,Health & Drugs Research
4143,19,Sports & Competitions
4144,1,Entertainment & Media
4145,4,Crime & Law Enforcement
4146,13,Art & Aesthetics
4147,4,Crime & Law Enforcement
4148,17,Social Movements & Protests
4149,5,Thoughts & Opinions
4150,2,Environmental & Natural Disasters
4151,5,Thoughts & Opinions
4152,19,Sports & Competitions
4153,10,Economy & Business
4154,9,Elections & Politics
4155,19,Sports & Competitions
4156,0,Family & Relationships
4157,9,Elections & Politics
4158,5,Thoughts & Opinions
4159,19,Sports & Competitions
4160,8,War & Terrorism
4161,2,Environmental & Natural Disasters
4162,3,International Affairs & Military
4163,10,Economy & Business
4164,10,Economy & Business
4165,8,War & Terrorism
4166,19,Sports & Competitions
4167,9,Elections & Politics
4168,0,Family & Relationships
4169,3,International Affairs & Military
4170,6,Health & Drugs Research
4171,0,Family & Relationships
4172,5,Thoughts & Opinions
4173,11,Transportation & Aviation
4174,5,Thoughts & Opinions
4175,2,Environmental & Natural Disasters
4176,4,Crime & Law Enforcement
4177,9,Elections & Politics
4178,10,Economy & Business
4179,1,Entertainment & Media
4180,6,Health & Drugs Research
4181,5,Thoughts & Opinions
4182,1,Entertainment & Media
4183,10,Economy & Business
4184,19,Sports & Competitions
4185,12,Technology & Computing
4186,10,Economy & Business
4187,19,Sports & Competitions
4188,5,Thoughts & Opinions
4189,8,War & Terrorism
4190,19,Sports & Competitions
4191,17,Social Movements & Protests
4192,4,Crime & Law Enforcement
4193,0,Family & Relationships
4194,3,International Affairs & Military
4195,8,War & Terrorism
4196,4,Crime & Law Enforcement
4197,2,Environmental & Natural Disasters
4198,4,Crime & Law Enforcement
4199,9,Elections & Politics
4200,9,Elections & Politics
4201,19,Sports & Competitions
4202,2,Environmental & Natural Disasters
4203,13,Art & Aesthetics
4204,10,Economy & Business
4205,9,Elections & Politics
4206,11,Transportation & Aviation
4207,8,War & Terrorism
4208,14,Law & Legal Issues
4209,19,Sports & Competitions
4210,4,Crime & Law Enforcement
4211,4,Crime & Law Enforcement
4212,8,War & Terrorism
4213,8,War & Terrorism
4214,10,Economy & Business
4215,12,Technology & Computing
4216,9,Elections & Politics
4217,19,Sports & Competitions
4218,4,Crime & Law Enforcement
4219,10,Economy & Business
4220,4,Crime & Law Enforcement
4221,4,Crime & Law Enforcement
4222,9,Elections & Politics
4223,19,Sports & Competitions
4224,2,Environmental & Natural Disasters
4225,18,Gender & Identity
4226,12,Technology & Computing
4227,5,Thoughts & Opinions
4228,3,International Affairs & Military
4229,14,Law & Legal Issues
4230,13,Art & Aesthetics
4231,8,War & Terrorism
4232,4,Crime & Law Enforcement
4233,17,Social Movements & Protests
4234,9,Elections & Politics
4235,5,Thoughts & Opinions
4236,0,Family & Relationships
4237,0,Family & Relationships
4238,5,Thoughts & Opinions
4239,9,Elections & Politics
4240,9,Elections & Politics
4241,3,International Affairs & Military
4242,15,Urban Life & Infrastructure
4243,19,Sports & Competitions
4244,3,International Affairs & Military
4245,4,Crime & Law Enforcement
4246,15,Urban Life & Infrastructure
4247,9,Elections & Politics
4248,10,Economy & Business
4249,14,Law & Legal Issues
4250,19,Sports & Competitions
4251,4,Crime & Law Enforcement
4252,9,Elections & Politics
4253,10,Economy & Business
4254,8,War & Terrorism
4255,0,Family & Relationships
4256,0,Family & Relationships
4257,4,Crime & Law Enforcement
4258,2,Environmental & Natural Disasters
4259,1,Entertainment & Media
4260,2,Environmental & Natural Disasters
4261,10,Economy & Business
4262,9,Elections & Politics
4263,5,Thoughts & Opinions
4264,19,Sports & Competitions
4265,11,Transportation & Aviation
4266,14,Law & Legal Issues
4267,9,Elections & Politics
4268,13,Art & Aesthetics
4269,19,Sports & Competitions
4270,8,War & Terrorism
4271,9,Elections & Politics
4272,8,War & Terrorism
4273,6,Health & Drugs Research
4274,8,War & Terrorism
4275,0,Family & Relationships
4276,11,Transportation & Aviation
4277,5,Thoughts & Opinions
4278,12,Technology & Computing
4279,5,Thoughts & Opinions
4280,3,International Affairs & Military
4281,19,Sports & Competitions
4282,6,Health & Drugs Research
4283,5,Thoughts & Opinions
4284,19,Sports & Competitions
4285,4,Crime & Law Enforcement
4286,15,Urban Life & Infrastructure
4287,19,Sports & Competitions
4288,8,War & Terrorism
4289,0,Family & Relationships
4290,6,Health & Drugs Research
4291,14,Law & Legal Issues
4292,4,Crime & Law Enforcement
4293,8,War & Terrorism
4294,2,Environmental & Natural Disasters
4295,8,War & Terrorism
4296,1,Entertainment & Media
4297,1,Entertainment & Media
4298,0,Family & Relationships
4299,0,Family & Relationships
4300,1,Entertainment & Media
4301,4,Crime & Law Enforcement
4302,2,Environmental & Natural Disasters
4303,15,Urban Life & Infrastructure
4304,8,War & Terrorism
4305,9,Elections & Politics
4306,13,Art & Aesthetics
4307,2,Environmental & Natural Disasters
4308,14,Law & Legal Issues
4309,4,Crime & Law Enforcement
4310,4,Crime & Law Enforcement
4311,8,War & Terrorism
4312,8,War & Terrorism
4313,5,Thoughts & Opinions
4314,5,Thoughts & Opinions
4315,19,Sports & Competitions
4316,9,Elections & Politics
4317,1,Entertainment & Media
4318,0,Family & Relationships
4319,19,Sports & Competitions
4320,13,Art & Aesthetics
4321,13,Art & Aesthetics
4322,3,International Affairs & Military
4323,2,Environmental & Natural Disasters
4324,4,Crime & Law Enforcement
4325,5,Thoughts & Opinions
4326,8,War & Terrorism
4327,4,Crime & Law Enforcement
4328,9,Elections & Politics
4329,0,Family & Relationships
4330,0,Family & Relationships
4331,5,Thoughts & Opinions
4332,8,War & Terrorism
4333,6,Health & Drugs Research
4334,0,Family & Relationships
4335,2,Environmental & Natural Disasters
4336,18,Gender & Identity
4337,8,War & Terrorism
4338,9,Elections & Politics
4339,5,Thoughts & Opinions
4340,2,Environmental & Natural Disasters
4341,19,Sports & Competitions
4342,15,Urban Life & Infrastructure
4343,4,Crime & Law Enforcement
4344,3,International Affairs & Military
4345,19,Sports & Competitions
4346,9,Elections & Politics
4347,17,Social Movements & Protests
